,phrase,label,sentiment,subjectivity,language,count
Russlands Krieg,Russlands Krieg,MISC,,,de,13
Ampel-Regierung,Ampel-Regierung,MISC,,,de,13
Blackout,Blackout,MISC,0.037500000000000006,0.0,de,13
Gazprom-Konzern,Gazprom-Konzern,MISC,,,de,13
ukrainischer,ukrainischer,MISC,,,de,13
Google,Google,MISC,,,de,13
G7,G7,MISC,,,de,12
Republikaner,Republikaner,MISC,,,de,12
Nord-Stream-Explosionen,Nord-Stream-Explosionen,MISC,,,de,12
Nord-Stream-Gaspipelines,Nord-Stream-Gaspipelines,MISC,,,de,12
Gazprom-Tochter.,Gazprom-Tochter.,MISC,1.7,0.0,de,12
Aldi Nord,Aldi Nord,MISC,1.4,0.0,de,11
Videos,Videos,MISC,,,de,11
Euro,Euro,MISC,,,de,11
BILD,BILD,MISC,,,de,11
Klimakonferenz COP27,Klimakonferenz COP27,MISC,,,de,11
News des,News des,MISC,,,de,11
türkische,türkische,MISC,,,de,11
Britische,Britische,MISC,,,de,11
chinesische,chinesische,MISC,,,de,11
Ukraine-Krieg.,Ukraine-Krieg.,MISC,,,de,11
norwegische,norwegische,MISC,,,de,11
News,News,MISC,,,de,10
Bundestag.,Bundestag.,MISC,,,de,10
Nacht.,Nacht.,MISC,,,de,10
Ukraine.,Ukraine.,MISC,1.0999999999999996,0.0,de,10
De…,De…,MISC,0.0,0.0,de,10
deutsches,deutsches,MISC,,,de,10
Krieg gegen die Ukraine,Krieg gegen die Ukraine,MISC,,,de,10
Russische Invasion: Krieg,Russische Invasion: Krieg,MISC,,,de,10
Kriegsbeginn,Kriegsbeginn,MISC,,,de,10
Aufruf,Aufruf,MISC,,,de,10
iranischer,iranischer,MISC,,,de,10
iranischen,iranischen,MISC,,,de,10
F…,F…,MISC,,,de,10
Gas-Deal,Gas-Deal,MISC,0.10999999999999999,0.2,de,10
diesem Jahr,diesem Jahr,MISC,,,de,9
Frankfurter,Frankfurter,MISC,,,de,9
amerikanische,amerikanische,MISC,,,de,9
Ampel.,Ampel.,MISC,,,de,9
PLUS-Inhalten,PLUS-Inhalten,MISC,,,de,9
türkischen,türkischen,MISC,,,de,9
Schwedische,Schwedische,MISC,,,de,9
Dax,Dax,MISC,-0.004166666666666666,0.375,de,9
bayerischen,bayerischen,MISC,,,de,9
russische Angriffskrieg,russische Angriffskrieg,MISC,,,de,9
dänische,dänische,MISC,,,de,9
Winter?,Winter?,MISC,1.2,0.0,de,9
russischen Luftangriffe,russischen Luftangriffe,MISC,,,de,9
UN-Klimakonferenz,UN-Klimakonferenz,MISC,,,de,9
Energiekrise,Energiekrise,MISC,,,de,9
WELT.,WELT.,MISC,,,de,9
Klimakonferenz in Ägypten,Klimakonferenz in Ägypten,MISC,,,de,9
Gaspipelines Nord Stream 1,Gaspipelines Nord Stream 1,MISC,,,de,9
italienische,italienische,MISC,,,de,8
AKW.,AKW.,MISC,,,de,8
CO2-Preis,CO2-Preis,MISC,,,de,8
baden-württembergische,baden-württembergische,MISC,,,de,8
LNG-Schiffe,LNG-Schiffe,MISC,,,de,8
Gasfüllstand.,Gasfüllstand.,MISC,,,de,8
hessischen,hessischen,MISC,,,de,8
Jahr 2022,Jahr 2022,MISC,,,de,8
AKW-Weiterbetrieb,AKW-Weiterbetrieb,MISC,,,de,8
Russland.,Russland.,MISC,0.08888888888888889,0.0,de,8
Energieriese Qatar Energy,Energieriese Qatar Energy,MISC,,,de,8
Klima-,Klima-,MISC,,,,8
BASF-Aktie,BASF-Aktie,MISC,,,de,8
Online-Shop,Online-Shop,MISC,,,de,8
Deutscher,Deutscher,MISC,,,de,8
polnischen,polnischen,MISC,,,de,8
"Inhaltsverzeichnis
","Inhaltsverzeichnis
",MISC,,,de,8
niedersächsische,niedersächsische,MISC,,,de,8
Kriegstag,Kriegstag,MISC,,,de,8
Bundesnetzagentur.,Bundesnetzagentur.,MISC,0.44999999999999996,0.25,de,7
Russland-Ukraine-Krieg: Das,Russland-Ukraine-Krieg: Das,MISC,,,de,7
chinesischer,chinesischer,MISC,,,de,7
Britischer,Britischer,MISC,,,de,7
Ukraine-Kriegs.,Ukraine-Kriegs.,MISC,,,de,7
Corona-Pandemie,Corona-Pandemie,MISC,,,de,7
norwegischen,norwegischen,MISC,,,de,7
Ostsee-Gaspipelines Nord Stream 1,Ostsee-Gaspipelines Nord Stream 1,MISC,,,de,7
Midterms,Midterms,MISC,1.2,0.5,de,7
Weihnachtszeit,Weihnachtszeit,MISC,,,de,7
katarische,katarische,MISC,,,de,7
Atomgesetzes,Atomgesetzes,MISC,,,de,7
britischer,britischer,MISC,,,de,7
ukrainischem,ukrainischem,MISC,,,de,7
Krieg in der Ukraine:,Krieg in der Ukraine:,MISC,,,de,7
Rettung,Rettung,MISC,,,de,7
Der Krieg,Der Krieg,MISC,,,de-DE,7
Die Zeit,Die Zeit,MISC,,,de,7
russischen Angriffs,russischen Angriffs,MISC,,,de,7
Gaspreis-Kommission,Gaspreis-Kommission,MISC,1.4,0.0,de,7
Ostsee-Gaspipeline,Ostsee-Gaspipeline,MISC,0.0,0.0,de,7
Amazon,Amazon,MISC,,,de,7
Russischer,Russischer,MISC,,,de,7
niederländischen,niederländischen,MISC,,,de,7
Flüssiggas-Terminals,Flüssiggas-Terminals,MISC,0.85,1.0,de-DE,7
Leipziger,Leipziger,MISC,,,de,7
Französische,Französische,MISC,,,de-DE,7
NACHRICHTEN.,NACHRICHTEN.,MISC,,,de,7
israelische,israelische,MISC,,,de,6
afrikanischen,afrikanischen,MISC,,,de,6
Alarm.,Alarm.,MISC,,,de,6
TTF-Kontrakt,TTF-Kontrakt,MISC,,,de,6
Strompreis,Strompreis,MISC,,,de,6
CO2-Emissionen,CO2-Emissionen,MISC,,,de,6
Atomgesetz,Atomgesetz,MISC,,,de,6
Gaspipelines,Gaspipelines,MISC,-0.10000000000000002,0.0,de,6
Ukrainekriegs,Ukrainekriegs,MISC,,,de,6
Di…,Di…,MISC,,,de,6
Berliner Gasnetz,Berliner Gasnetz,MISC,,,de,6
Energiespargeräte,Energiespargeräte,MISC,,,de,6
Wiener,Wiener,MISC,,,de,6
TikTok,TikTok,MISC,,,de,6
kommende Jahr,kommende Jahr,MISC,,,de,6
INTERVIEW,INTERVIEW,MISC,,,de,6
PC,PC,MISC,,,de,6
Hamburger Senat,Hamburger Senat,MISC,,,de,6
EU-Kommission.,EU-Kommission.,MISC,,,de,6
Gute Nachrichten,Gute Nachrichten,MISC,,,de,6
Ukrainische,Ukrainische,MISC,,,de,6
österreichischen,österreichischen,MISC,,,de,6
griechische,griechische,MISC,,,de,6
Gasnetz,Gasnetz,MISC,,,de,6
G-20-Gipfel,G-20-Gipfel,MISC,,,de,6
europäischer,europäischer,MISC,,,de,6
Jahressteuergesetz,Jahressteuergesetz,MISC,,,de,6
Ostseepipeline Nord Stream 1,Ostseepipeline Nord Stream 1,MISC,,,de,6
niedersächsischen,niedersächsischen,MISC,,,de,6
Münchener,Münchener,MISC,,,de,6
De'Longhi,De'Longhi,MISC,,,de,6
Gaskommission.,Gaskommission.,MISC,,,de,6
Karlsruhe,Karlsruhe,MISC,,,de,6
Eilige.,Eilige.,MISC,,,de,6
Ukrainern,Ukrainern,MISC,,,de,6
GTT,GTT,MISC,-0.6999999999999998,0.0,de,6
Niedersachsen-Wahl,Niedersachsen-Wahl,MISC,,,de,6
Tag.,Tag.,MISC,,,de,6
AKW-Machtwort,AKW-Machtwort,MISC,,,de,5
griechischen,griechischen,MISC,,,de,5
WM,WM,MISC,,,de,5
Auf der Suche nach sicherer Energieversorgung,Auf der Suche nach sicherer Energieversorgung,MISC,,,de,5
Internet.,Internet.,MISC,,,de,5
Neptune,Neptune,MISC,,,de,5
sozialer,sozialer,MISC,,,de,5
Angriffskriegs Russlands,Angriffskriegs Russlands,MISC,,,de,5
Strompreis.,Strompreis.,MISC,,,de,5
Flüssiggas-Umwandlung,Flüssiggas-Umwandlung,MISC,,,de,5
SMS,SMS,MISC,,,de,5
Un…,Un…,MISC,,,de,5
Atomkraft.,Atomkraft.,MISC,,,de,5
schwedischer,schwedischer,MISC,,,de,5
Liveticker,Liveticker,MISC,,,de,5
Wintershall-Dea-Chef,Wintershall-Dea-Chef,MISC,,,de,5
"Homeoffice boomte,","Homeoffice boomte,",MISC,,,de,5
Energiekrise.,Energiekrise.,MISC,-0.39999999999999997,0.0,de,5
ISS,ISS,MISC,,,de,5
Preisbremsen für Energie,Preisbremsen für Energie,MISC,,,de,5
Ukrainischer,Ukrainischer,MISC,,,de,5
EU-Energieminister,EU-Energieminister,MISC,,,de,5
Europäischer,Europäischer,MISC,,,de,5
dänischen,dänischen,MISC,,,de,5
russischen Armee,russischen Armee,MISC,,,de,5
Shell,Shell,MISC,,,de,5
Die Nacht im Überblick.,Die Nacht im Überblick.,MISC,,,de,5
J…,J…,MISC,,,de,5
Grünen-Parteitag,Grünen-Parteitag,MISC,,,de,5
G…,G…,MISC,,,de,5
Milliardenhöhe.,Milliardenhöhe.,MISC,0.0,0.0,de,5
Ölembargo,Ölembargo,MISC,,,de,5
Post-Beschwerden,Post-Beschwerden,MISC,,,de,5
Energie-Engpässe,Energie-Engpässe,MISC,,,de,5
Gas-Kommission,Gas-Kommission,MISC,0.15000000000000002,0.0,de,5
Kriegsende,Kriegsende,MISC,,,de,5
"Print-Magazin
werbefrei &amp;","Print-Magazin
werbefrei &amp;",MISC,,,de,5
Regional,Regional,MISC,,,,5
Kilowattstunden,Kilowattstunden,MISC,,,de,5
brandenburgischen,brandenburgischen,MISC,,,de,5
Thermostat,Thermostat,MISC,2.0999999999999996,1.0,de,5
Homeoffice.,Homeoffice.,MISC,,,de,5
Frieden,Frieden,MISC,,,de,5
Ausgerechnet,Ausgerechnet,MISC,,,de,5
Homeoffice,Homeoffice,MISC,,,de,5
deutsch-französischen,deutsch-französischen,MISC,,,de,5
Ukrainekrieges,Ukrainekrieges,MISC,0.27499999999999997,0.0,de,5
DER ANDERE,DER ANDERE,MISC,,,de,5
Gaskonflikt,Gaskonflikt,MISC,,,de,5
russisch,russisch,MISC,,,de,5
Landtagswahl in Niedersachsen.,Landtagswahl in Niedersachsen.,MISC,,,de,4
Zweiten Weltkrieg,Zweiten Weltkrieg,MISC,,,de,4
Deutschland?,Deutschland?,MISC,-0.09090909090909091,0.0,de,4
Zürcher,Zürcher,MISC,,,de,4
Bund und Länder,Bund und Länder,MISC,,,de,4
russische Armee,russische Armee,MISC,,,de,4
Gaspreisdeckels,Gaspreisdeckels,MISC,,,de,4
Europa.,Europa.,MISC,0.0,0.0,de,4
Gaspreisdeckel.,Gaspreisdeckel.,MISC,-0.35,0.0,de,4
Benzin,Benzin,MISC,0.0,0.75,de,4
Gestern,Gestern,MISC,,,de,4
Morning Briefing,Morning Briefing,MISC,,,de,4
Monat für Monat,Monat für Monat,MISC,,,de,4
Ampel-Koalition.,Ampel-Koalition.,MISC,,,de,4
AbhÃ¤ngigkeit,AbhÃ¤ngigkeit,MISC,,,de,4
Papierpreis,Papierpreis,MISC,,,de,4
Angriff auf die Ukraine,Angriff auf die Ukraine,MISC,,,de,4
Der Krieg in der Ukraine,Der Krieg in der Ukraine,MISC,,,de,4
Demonstrierenden,Demonstrierenden,MISC,,,de,4
bayerische,bayerische,MISC,,,de,4
ukrainisches,ukrainisches,MISC,,,de,4
norwegischer,norwegischer,MISC,,,de,4
rot-grün-rote Senat,rot-grün-rote Senat,MISC,,,de,4
Wirtschaftsminister,Wirtschaftsminister,MISC,0.07500000000000001,0.25,de,4
belgische,belgische,MISC,,,de,4
Brisant,Brisant,MISC,,,de,4
Sozialen,Sozialen,MISC,,,de,4
Na…,Na…,MISC,,,de,4
Ersten,Ersten,MISC,,,de,4
Lagarde,Lagarde,MISC,,,de,4
Weltklimakonferenz.,Weltklimakonferenz.,MISC,,,de,4
U…,U…,MISC,,,de,4
Undichte Fenster,Undichte Fenster,MISC,,,de,4
China.,China.,MISC,,,de,4
niederländische,niederländische,MISC,,,de,4
Gas-Kartelle.,Gas-Kartelle.,MISC,,,de,4
Letztes Jahr,Letztes Jahr,MISC,,,de,4
Bloß,Bloß,MISC,,,de,4
Invasion der Ukraine,Invasion der Ukraine,MISC,,,de,4
TTF,TTF,MISC,,,de,4
… ...,… ...,MISC,,,de,4
spanischen,spanischen,MISC,,,de,4
Getreide-Deal,Getreide-Deal,MISC,0.0,0.0,de,4
Nachkriegsjahren,Nachkriegsjahren,MISC,,,de,4
Corona-Jahr,Corona-Jahr,MISC,,,de,4
T…,T…,MISC,0.0,0.0,de,4
Kölner,Kölner,MISC,,,de,4
Treffen von Bund,Treffen von Bund,MISC,,,de,4
Ampel-Koalitionäre,Ampel-Koalitionäre,MISC,,,de,4
Ifo-Index,Ifo-Index,MISC,,,de,4
Ende des Jahres,Ende des Jahres,MISC,,,de,4
Pleitewelle,Pleitewelle,MISC,,,de,4
Bewertungseffekte,Bewertungseffekte,MISC,,,de,4
Doppelwumms.,Doppelwumms.,MISC,,,de,4
Ampel-Streit,Ampel-Streit,MISC,,,de,4
Blackout in,Blackout in,MISC,,,de,4
ifo-Instituts,ifo-Instituts,MISC,,,de,4
"Print-Magazin
werbefrei &amp;","Print-Magazin
werbefrei &amp;",MISC,,,de,4
amerikanischen,amerikanischen,MISC,,,de,4
G7-Treffen,G7-Treffen,MISC,,,de,4
Haupt-Symptom,Haupt-Symptom,MISC,,,de,4
Me…,Me…,MISC,,,de,4
Business,Business,MISC,,,de-DE,4
SPIEGEL-Informationen,SPIEGEL-Informationen,MISC,0.7,0.0,de,4
Millionen-Entschädigung,Millionen-Entschädigung,MISC,,,de,4
katarisches,katarisches,MISC,,,de,4
Tages.,Tages.,MISC,,,de,4
Gasliefervertrag.,Gasliefervertrag.,MISC,,,de,4
Pandemie.,Pandemie.,MISC,,,de,4
Nordstream-Pipelines.,Nordstream-Pipelines.,MISC,,,de,4
Baustelle für Gaspipeline,Baustelle für Gaspipeline,MISC,,,de,4
Baltic Pipe,Baltic Pipe,MISC,0.0,1.0,de,4
europäischen Gasspeicherverbandes,europäischen Gasspeicherverbandes,MISC,,,de,4
Corona-Krise,Corona-Krise,MISC,0.0,1.0,de,4
Virus,Virus,MISC,,,de,4
Zeit der Strom,Zeit der Strom,MISC,,,de,4
gerechter,gerechter,MISC,,,de,4
Krieg in der Ukraine.,Krieg in der Ukraine.,MISC,,,de,4
Restaurantlieferdiensts,Restaurantlieferdiensts,MISC,,,de,4
Energiekrisen-Winter 2022/2023,Energiekrisen-Winter 2022/2023,MISC,,,de,4
Kampfgebieten,Kampfgebieten,MISC,,,de,4
Zweimal im Jahr will Deutschlands,Zweimal im Jahr will Deutschlands,MISC,,,de,4
The Weather Channel,The Weather Channel,MISC,,,de,4
Ukraine-Krieg:,Ukraine-Krieg:,MISC,,,de,4
Ampelregierung,Ampelregierung,MISC,0.5166666666666666,0.0,de,4
Hilfspaket für Deutschlands,Hilfspaket für Deutschlands,MISC,,,de,4
Anschläge,Anschläge,MISC,,,de-DE,4
Kamikaze-Drohnen,Kamikaze-Drohnen,MISC,,,de,3
Ukraine-Krieg-LIVETICKER,Ukraine-Krieg-LIVETICKER,MISC,,,de,3
Podcast.,Podcast.,MISC,,,de,3
Android App,Android App,MISC,,,de,3
Münchner Sicherheitskonferenz,Münchner Sicherheitskonferenz,MISC,,,de,3
demokratischen,demokratischen,MISC,,,de,3
Landtagswahl.,Landtagswahl.,MISC,,,de,3
norwegisches,norwegisches,MISC,,,de,3
Süddeutsche Zeitung,Süddeutsche Zeitung,MISC,,,de,3
LNG-Frachter,LNG-Frachter,MISC,,,de,3
Fußball-WM in Katar,Fußball-WM in Katar,MISC,,,de,3
Jahr rasan…,Jahr rasan…,MISC,,,de,3
katalanische,katalanische,MISC,,,de,3
Ausbauauflagen,Ausbauauflagen,MISC,,,de,3
Vormonat,Vormonat,MISC,,,de,3
Bundeshaushalt,Bundeshaushalt,MISC,,,de,3
Sonntagvormittag,Sonntagvormittag,MISC,,,de,3
"Nachrichten kompakt
","Nachrichten kompakt
",MISC,,,de,3
Ministerpräsidenten-Konferenz,Ministerpräsidenten-Konferenz,MISC,,,de,3
Gaskrise.,Gaskrise.,MISC,-1.0,0.0,de-DE,3
Gaspreisbremse:,Gaspreisbremse:,MISC,0.0,0.25,de,3
LNG-Standorten,LNG-Standorten,MISC,,,de,3
Preis v…,Preis v…,MISC,,,de,3
iTunes-Abo,iTunes-Abo,MISC,,,de,3
Westfälischen Friedens,Westfälischen Friedens,MISC,,,de,3
"Bedarfs, der Rest","Bedarfs, der Rest",MISC,,,de,3
Aktionen.,Aktionen.,MISC,,,de,3
Das Ziel,Das Ziel,MISC,,,de,3
Konferenz der Ministerpräsidenten,Konferenz der Ministerpräsidenten,MISC,,,de,3
Klimastiftung MV,Klimastiftung MV,MISC,,,de,3
Winters,Winters,MISC,,,de,3
Truma Combi D,Truma Combi D,MISC,,,de,3
Höchste Zeit,Höchste Zeit,MISC,,,de,3
Gassparen,Gassparen,MISC,,,de,3
Ostseepipeline,Ostseepipeline,MISC,0.0,0.0,de,3
russische Krieg,russische Krieg,MISC,,,de,3
Hohe Energiepreise:,Hohe Energiepreise:,MISC,-0.7,0.0,de,3
"Das Wichtigste in Kürze:
<ul><li>","Das Wichtigste in Kürze:
<ul><li>",MISC,,,de,3
Klima-Chaoten,Klima-Chaoten,MISC,,,de,3
Energie-Insidern,Energie-Insidern,MISC,,,de,3
Auf der Suche,Auf der Suche,MISC,,,de,3
Kl…,Kl…,MISC,,,de,3
Terminal-Kosten,Terminal-Kosten,MISC,,,de,3
russischen Invasion,russischen Invasion,MISC,,,de,3
Maskenpflicht.,Maskenpflicht.,MISC,,,de,3
Die Temperaturen,Die Temperaturen,MISC,,,de,3
Klimaproteste,Klimaproteste,MISC,,,de,3
deutsch-russischen Gas-Pipelines Nord Stream 1,deutsch-russischen Gas-Pipelines Nord Stream 1,MISC,,,de,3
Putins Krieg,Putins Krieg,MISC,,,de,3
AKW-Laufzeitverlängerung.,AKW-Laufzeitverlängerung.,MISC,,,de,3
Bundestag,Bundestag,MISC,,,de,3
ERKLÄRT,ERKLÄRT,MISC,,,de,3
CO2-Bilanz,CO2-Bilanz,MISC,,,de,3
Urlaub,Urlaub,MISC,0.7,0.0,de,3
Nasa,Nasa,MISC,,,de,3
Teuer-Schock,Teuer-Schock,MISC,,,de,3
Gasmarktes,Gasmarktes,MISC,,,de,3
Tefal Ingenio Essential Kochgeschirr-Set,Tefal Ingenio Essential Kochgeschirr-Set,MISC,,,de,3
Landtagswahl in Niedersachsen:,Landtagswahl in Niedersachsen:,MISC,,,de,3
Saboteuren.,Saboteuren.,MISC,,,de,3
Kleinverbrauchern,Kleinverbrauchern,MISC,,,de,3
CDU-Chef Merz,CDU-Chef Merz,MISC,,,de,3
Speicherbetreiber.,Speicherbetreiber.,MISC,,,de,3
Energiesparen.,Energiesparen.,MISC,,,de,3
Deutschla…,Deutschla…,MISC,,,de,3
Explosionsorten in …,Explosionsorten in …,MISC,,,de,3
Energiepreisbremsen.,Energiepreisbremsen.,MISC,,,de,3
CDU-Fraktionsvize,CDU-Fraktionsvize,MISC,,,de,3
Krieg in der,Krieg in der,MISC,,,de,3
Anschluss,Anschluss,MISC,,,de,3
neuen Jahr,neuen Jahr,MISC,,,de,3
Sc…,Sc…,MISC,,,de,3
Chemieriese,Chemieriese,MISC,,,de,3
MünchenDer,MünchenDer,MISC,,,de,3
Winter: Terminals,Winter: Terminals,MISC,,,de,3
Gefahr.,Gefahr.,MISC,0.7,0.0,de,3
finnische,finnische,MISC,,,de,3
russische Luftangriffe,russische Luftangriffe,MISC,,,de,3
Ostsee-Pipelines,Ostsee-Pipelines,MISC,0.0,0.0,de,3
Stadtwerke.,Stadtwerke.,MISC,,,de,3
Deutsch…,Deutsch…,MISC,,,de,3
Z…,Z…,MISC,,,de,3
Fukushima-Unglück,Fukushima-Unglück,MISC,,,de,3
"SPIEGEL
</li><li>","SPIEGEL
</li><li>",MISC,,,de,3
Gaskrise?,Gaskrise?,MISC,,,de-DE,3
Konflikte: Regierung,Konflikte: Regierung,MISC,,,de,3
Russland-Politik,Russland-Politik,MISC,,,de,3
Talk,Talk,MISC,,,de,3
Strombranche.,Strombranche.,MISC,,,de,3
Mehr Ehrgeiz beim Energiesparen?,Mehr Ehrgeiz beim Energiesparen?,MISC,,,de,3
Verbraucherzentrale.,Verbraucherzentrale.,MISC,,,de,3
Dortmunder,Dortmunder,MISC,,,de,3
Blackout.,Blackout.,MISC,0.0,0.0,de,3
ein Jahr,ein Jahr,MISC,,,de,3
Russlands Angriffskrieg,Russlands Angriffskrieg,MISC,,,de,3
Inflation in Deutschland,Inflation in Deutschland,MISC,,,de,3
schwäbische,schwäbische,MISC,,,de,3
Russisches,Russisches,MISC,,,de,3
Ägypten.,Ägypten.,MISC,0.7,0.0,de,3
demokratische,demokratische,MISC,,,de,3
OMV-Chef,OMV-Chef,MISC,,,de,3
"DER SPIEGEL  DER SPIEGEL
</li><li>","DER SPIEGEL  DER SPIEGEL
</li><li>",MISC,,,de,3
Be…,Be…,MISC,,,de,3
Vorjahre.,Vorjahre.,MISC,,,de,3
Der Winter,Der Winter,MISC,,,de,3
Black Friday,Black Friday,MISC,,,de,3
Au…,Au…,MISC,,,de,3
News.,News.,MISC,,,de,3
Gas-Anbieter,Gas-Anbieter,MISC,,,de,3
Die Energieminister der EU-Länder,Die Energieminister der EU-Länder,MISC,,,de,3
Energiewirtschaftsgesetz.,Energiewirtschaftsgesetz.,MISC,,,de,3
Schuld,Schuld,MISC,,,de,3
Ö1,Ö1,MISC,,,de,3
Umweltschützern,Umweltschützern,MISC,,,de,3
Klimaversprechen,Klimaversprechen,MISC,,,de,3
Explosion.,Explosion.,MISC,,,de,3
Friedensnobelpreis,Friedensnobelpreis,MISC,,,de,3
Kolonialistisch?,Kolonialistisch?,MISC,,,de,3
Windows 11,Windows 11,MISC,,,de,3
"Normalität the new normal: Alle drei Fachleute,","Normalität the new normal: Alle drei Fachleute,",MISC,,,de,3
Im Jahr 2022,Im Jahr 2022,MISC,,,de,3
Französischer,Französischer,MISC,-1.4,0.0,de,3
