keyword,sentiment_mean,sentiment_std,subjectivity_mean,subjectivity_std,counting
'Holzöfen',0.15590070868013323,1.1318630013705528,0.15937061131315014,1.43481589499731,13.0
'Inflation',0.06143988416434025,1.0031081242969362,-0.04186911054146467,0.7937713623689868,140.0
'Klimaschutz Gasverbrauch',0.4374187227681265,1.0,-0.4867448020407953,1.0,1.0
'Klimaziele Fossile',0.3121399198478352,0.8749815198813948,0.26520657713261636,0.8822327972328826,36.0
'Kohleaustieg',0.11239211561691317,1.0,1.7348833481887964,1.0,1.0
'Krieg Gas',-0.10100737151639581,0.884341785274348,0.1327704474534214,1.276999614204037,78.0
'Kältetraining',-0.5079313363661687,1.0,0.8064600895933909,1.0,1.0
'Kältewinter',0.803136563931918,0.8775984388161565,1.1227862342822656,1.5846136464521225,3.0
'LNG',0.2073564505969405,1.054302589067055,-0.1657735652265519,0.7470369867503333,66.0
'LNG-Terminal',-0.22243496424885514,0.8755858105874226,-0.18569636073413462,0.7894804800036025,48.0
'Laufzeitverlängerung',-0.11527017349582244,0.6964542473909835,-0.28408608735507007,0.6830644009928494,28.0
'Lecks Ermittlungen',-0.029152809945875165,0.827074104761274,-0.14569146776997516,0.6564087551684848,46.0
'Netzagentur',0.11590237184803032,1.0322265288834513,0.4428634953024862,1.2537606808727644,50.0
'Nord Stream',-0.21676322616053034,0.9204807917286135,-0.12700186543158226,0.7931174974087258,93.0
'Nordstream',0.13605798210872685,0.7923904692997568,-0.1452766394966,0.7674267229233103,83.0
'Notfallplan Gas',-0.18769943967805883,0.9458691091632986,-0.08404087714401427,1.082147866362138,13.0
'Notfallszenarien',-0.008011808543407503,1.056918710853874,-0.18794773605489207,0.600444454266936,7.0
'Olaf Scholz Gas',0.5117197401191753,1.0420623059856808,-0.13871988844963198,0.9308288929569006,55.0
'Pipeline Explosionen',0.07805523588743091,0.7717453308847638,-0.29623150324193853,0.5606072650185975,71.0
'Preisbremse',0.0915484872028849,0.8887962983374954,-0.04892895911151586,0.9337080592639174,61.0
'Proteste Gaspreis',-0.04395844191111579,0.8556234759402517,-0.5470227300664107,0.11051186493893968,6.0
'REPowerEU',0.6855775726440837,0.46526074784474536,-0.5887274396275255,0.06547675459949125,2.0
'Russland Abhängigkeit',-1.096660070531896,0.85180409547674,0.25566213423718426,1.1805096034662967,5.0
'Russland Erdöl',-0.22308857869812088,0.04800747581852448,-0.5887560632800346,0.10487207665833206,4.0
'Russland Gas',0.0588283672192027,0.8530666272075755,-0.08901003848421367,0.9189407033651855,49.0
'Russland Öltanker',-1.3043824569338733,0.16207568651385237,-0.5873099459363595,0.07773714829858498,3.0
'Stromerzeugung Gaskraftwerk',0.7180719885604663,0.36921281816933077,1.6104472705125028,2.8750323752671085,2.0
'Strommangellage',0.1310546281256109,1.2536969234082724,0.2456080283605309,1.4091076917778735,22.0
'Temperaturabsenkung',-0.315924139458589,1.1093117099680272,-0.2456739497413011,0.667397589874639,5.0
'Ukraine CO2',0.16622096975713707,0.91665903042867,0.04339201938689885,1.0410945161727723,107.0
'Ukraine Klimawandel',-0.06881920270574983,1.001305632920324,0.11167979425245725,1.0837920781892783,128.0
'Winter Gas',-0.02712014748172531,0.9383916147495012,-0.055497985458361626,0.8431678298477332,85.0
'Winter Kernkraft',-0.20264776781300042,1.0800558597968708,-0.22099286810823454,0.6687290142115285,46.0
'Winter frieren',-0.061313077478604754,1.0646680361551748,-0.12216842258811327,0.7745758929142664,71.0
'Winter heizen',0.008375439844468167,1.0538643313985405,0.04096064509574022,0.9902989850732717,171.0
'Wintereinbruch',-0.2289500806266021,1.0864019213620968,-0.23368560626682963,0.5215191218140858,40.0
'Wintermonate',0.2788543011103719,0.8473545217542118,-0.30457533249732877,0.6472336972609637,71.0
'Wintershall',-0.09885971451272899,0.912117061465904,-0.17399064409158316,0.7261562076082283,32.0
'Wohnung kalt',0.03357058138280775,1.0156497665477477,0.09936333362541176,0.8386998194542631,38.0
'Wärmepumpe',0.27291873677340694,0.899824783688243,0.40200541512985516,1.1994913804257838,35.0
'kalter Winter',-0.19774426969928388,1.1292492603524433,0.03513051042070219,0.9241508601675132,14.0
'milder Winter',0.21802085500329582,1.2608357649999775,0.11659621822296617,1.083247356223126,41.0
'reduziert Temperatur',-0.4259801551926859,0.6042070015910842,0.2672273342951822,0.9533415804143895,28.0
'russisches Gas',0.3255784795160733,1.1653329768251848,-0.15649363524049728,0.736895018697775,52.0
